NAME,Team,Pos,S,,,,,,Total Sets,K,,,,,,Tot K,Ave K,E,,,,,,Tot Err,Ave E,TA,,,,,,Tot Att,Ave Att,PCT,,,,,,Ave Hit PCT,A,,,,,,Tot Ass,Ave Ass,SA,,,,,,Tot SA,Ave Ace,SE,,,,,,Tot SE,Ave SE,RE,,,,,,Tot RE,Ave RE,DIG,,,,,,Tot Dig,Ave Dig,BS,,,,,,Tot BS,BA,,,,,,Tot BA,Total Blk,Ave Blk,BE,,,,,,Tot BE,Ave BE,PTS,,,,,,Tot Pts,Ave Pts,Tot Err,,,,,,Ave Err
,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,,,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,
E. Lamb,Kentucky,OH,3,4,4,3,0,0,14,10,12,4,4,0,0,30,2.14,2,2,2,5,0,0,11,0.79,18,27,21,23,0,0,89,6.36,0.444,0.37,0.095,-0.043,0,0,0.062,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,1,2,2,0,0,0,5,0.36,0,0,1,0,0,0,1,0.07,2,0,0,0,0,0,2,1,0,0,0,0,0,1,3,0.21,1,0,1,0,0,0,2,0.14,13.5,12,4,4,0,0,33.5,2.39,4,4,5,5,0,0,1.29
A. Sarafa,Kentucky,S,3,4,4,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.14,0,1,1,0,0,0,2,0.14,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.14,0,1,1,0,0,0,0.14
A. Thigpen,Kentucky,OH,3,4,4,3,0,0,14,0,0,2,0,0,0,2,0.14,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.14,0,0,1,0,0,0,0.071,0,1,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.14,0,0,0,0,0,0,0
M. Tuozzo,Kentucky,L,3,4,4,3,0,0,14,0,0,1,0,0,0,1,0.07,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.07,0,0,1,0,0,0,0.071,7,4,4,2,0,0,17,1.21,0,1,0,1,0,0,2,0.14,0,2,1,2,0,0,5,0.36,0,0,2,1,0,0,3,0.21,12,8,12,7,0,0,39,2.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,3,0.21,0,2,3,3,0,0,0.57
K. Washington,Kentucky,MB,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
S. Breissinger,Creighton,L,3,3,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,3,0,0,9,0.6,1,0,1,1,0,0,3,0.2,1,1,1,2,0,0,5,0.33,1,0,2,2,0,0,5,0.33,9,3,6,5,0,0,23,1.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,3,0.2,2,1,3,4,0,0,0.67
E. Goetzinger,Creighton,MB,3,3,4,5,0,0,15,9,12,7,8,0,0,36,2.4,1,2,2,4,0,0,9,0.6,14,18,15,17,0,0,64,4.27,0.571,0.556,0.333,0.235,0,0,0.113,2,2,1,0,0,0,5,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.13,0,0,0,0,0,0,0,4,3,3,4,0,0,14,14,0.93,0,0,0,0,0,0,0,0,11,13.5,8.5,10,0,0,43,2.87,1,2,2,4,0,0,0.6
A. Martin,Creighton,OH,3,3,4,5,0,0,15,13,11,15,17,0,0,56,3.73,3,5,7,10,0,0,25,1.67,26,35,42,53,0,0,156,10.4,0.385,0.171,0.19,0.132,0,0,0.059,0,0,1,1,0,0,2,0.13,2,2,1,2,0,0,7,0.47,3,4,2,4,0,0,13,0.87,1,3,1,1,0,0,6,0.4,6,4,3,8,0,0,21,1.4,0,0,0,0,0,0,0,0,0,2,1,0,0,3,3,0.2,0,0,0,0,0,0,0,0,15,13,17,19.5,0,0,64.5,4.3,7,12,10,15,0,0,2.93
K. Reinhardt,Creighton,MB,3,3,4,5,0,0,15,6,2,9,3,0,0,20,1.33,0,2,2,2,0,0,6,0.4,8,8,16,11,0,0,43,2.87,0.75,0,0.438,0.091,0,0,0.085,1,0,2,1,0,0,4,0.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.07,0,0,0,1,0,0,1,0.07,0,0,1,1,0,0,2,2,4,7,4,0,0,17,19,1.27,0,1,0,2,0,0,3,0.2,7,4,13.5,6,0,0,30.5,2.03,0,3,2,5,0,0,0.67
N. Sis,Creighton,OH,3,3,4,5,0,0,15,11,10,15,8,0,0,44,2.93,3,2,5,8,0,0,18,1.2,26,22,44,33,0,0,125,8.33,0.308,0.364,0.227,0,0,0,0.06,1,2,1,0,0,0,4,0.27,0,2,4,3,0,0,9,0.6,1,2,2,0,0,0,5,0.33,0,0,0,2,0,0,2,0.13,6,12,13,12,0,0,43,2.87,0,0,0,0,0,0,0,3,2,3,1,0,0,9,9,0.6,0,0,0,0,0,0,0,0,12.5,13,20.5,11.5,0,0,57.5,3.83,4,4,7,10,0,0,1.67
K. Wait,Creighton,S,3,3,4,5,0,0,15,9,8,5,4,0,0,26,1.73,0,0,1,1,0,0,2,0.13,12,9,8,12,0,0,41,2.73,0.75,0.889,0.5,0.25,0,0,0.159,35,35,47,36,0,0,153,10.2,1,0,0,1,0,0,2,0.13,0,0,1,0,0,0,1,0.07,0,0,0,1,0,0,1,0.07,7,8,17,9,0,0,41,2.73,0,0,0,0,0,0,0,3,2,1,5,0,0,11,11,0.73,0,0,0,0,0,0,0,0,11.5,9,5.5,7.5,0,0,33.5,2.23,0,0,2,2,0,0,0.27
M. Bilinovic,Creighton,L,3,3,4,5,0,0,15,1,0,0,0,0,0,1,0.07,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.07,1,0,0,0,0,0,0.067,5,2,2,5,0,0,14,0.93,0,2,1,2,0,0,5,0.33,1,0,2,0,0,0,3,0.2,1,0,0,0,0,0,1,0.07,17,6,9,16,0,0,48,3.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,2,0,0,6,0.4,2,0,2,0,0,0,0.27
A. Hausmann,Creighton,L,3,3,4,5,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.13,1,0,1,4,0,0,6,0.4,0,0,0,0,0,0,0,0,1,0,0,1,0,0,2,0.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0.13,1,0,1,4,0,0,0.4
J. Johnson,Creighton,MB,3,3,4,5,0,0,15,2,4,9,8,0,0,23,1.53,3,1,1,2,0,0,7,0.47,8,8,12,23,0,0,51,3.4,-0.125,0.375,0.667,0.261,0,0,0.079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,3,0,0,8,0.53,0,0,0,0,0,0,0,0,3,4,1,0,0,8,8,0.53,0,0,1,0,0,0,1,0.07,2,5.5,11,8.5,0,0,27,1.8,3,1,2,2,0,0,0.53
S. Mccune,Creighton,L,3,3,4,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0.2
A. Milner,Creighton,MB,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.33,3,0,0,0,0,0,3,1,-0.333,0,0,0,0,0,-0.111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.33
D. Ndamsimpson,Creighton,OH,3,0,0,0,0,0,3,1,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.33,1,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.33,0,0,0,0,0,0,0
C. Cline,Oregon,S,3,4,5,0,0,0,12,1,2,1,0,0,0,4,0.33,1,0,4,0,0,0,5,0.42,4,6,6,0,0,0,16,1.33,0,0.333,-0.5,0,0,0,-0.014,29,40,46,0,0,0,115,9.58,1,2,0,0,0,0,3,0.25,1,1,3,0,0,0,5,0.42,0,0,0,0,0,0,0,0,12,13,12,0,0,0,37,3.08,0,0,0,0,0,0,0,1,1,1,0,0,0,3,3,0.25,1,0,0,0,0,0,1,0.08,2.5,4.5,1.5,0,0,0,8.5,0.71,3,1,7,0,0,0,0.92
M. Colyer,Oregon,OH,3,4,5,0,0,0,12,8,19,15,0,0,0,42,3.5,6,4,8,0,0,0,18,1.5,28,45,56,0,0,0,129,10.75,0.071,0.333,0.125,0,0,0,0.044,0,1,0,0,0,0,1,0.08,1,2,4,0,0,0,7,0.58,0,2,1,0,0,0,3,0.25,0,1,1,0,0,0,2,0.17,5,8,7,0,0,0,20,1.67,0,0,0,0,0,0,0,2,1,4,0,0,0,7,7,0.58,0,0,1,0,0,0,1,0.08,10,21.5,21,0,0,0,52.5,4.38,6,7,11,0,0,0,2
N. Glover,Oregon,OPP,3,4,5,0,0,0,12,11,7,10,0,0,0,28,2.33,2,4,9,0,0,0,15,1.25,21,21,33,0,0,0,75,6.25,0.429,0.143,0.03,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,1,2,2,0,0,0,5,0.42,0,0,1,0,0,0,1,2,1,2,0,0,0,5,6,0.5,0,0,0,0,0,0,0,0,12,7.5,12,0,0,0,31.5,2.63,2,4,10,0,0,0,1.33
C. Neal,Oregon,MB,3,4,5,0,0,0,12,3,5,5,0,0,0,13,1.08,4,0,1,0,0,0,5,0.42,10,8,14,0,0,0,32,2.67,-0.1,0.625,0.286,0,0,0,0.068,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,6,0.5,0,1,0,0,0,0,1,5,2,6,0,0,0,13,14,1.17,0,0,0,0,0,0,0,0,5.5,7,8,0,0,0,20.5,1.71,4,0,1,0,0,0,0.42
O. Ofoegbu,Oregon,MB,3,4,5,0,0,0,12,12,8,13,0,0,0,33,2.75,0,4,4,0,0,0,8,0.67,16,15,25,0,0,0,56,4.67,0.75,0.267,0.36,0,0,0,0.115,0,1,0,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,5,0.42,0,0,0,0,0,0,0,0,2,4,0,0,0,6,6,0.5,1,0,0,0,0,0,1,0.08,12,9,15,0,0,0,36,3,1,4,4,0,0,0,0.75
M. Ohwobete,Oregon,OH,3,4,5,0,0,0,12,9,12,14,0,0,0,35,2.92,3,3,4,0,0,0,10,0.83,29,36,35,0,0,0,100,8.33,0.207,0.25,0.286,0,0,0,0.062,0,1,0,0,0,0,1,0.08,5,3,2,0,0,0,10,0.83,5,1,0,0,0,0,6,0.5,3,1,3,0,0,0,7,0.58,3,14,12,0,0,0,29,2.42,0,1,1,0,0,0,2,0,1,3,0,0,0,4,6,0.5,0,0,3,0,0,0,3,0.25,14,16.5,18.5,0,0,0,49,4.08,11,5,10,0,0,0,2.17
M. Delos Reyes,Oregon,L,3,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.17,0,3,0,0,0,0,3,0.25,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.17,0,3,0,0,0,0,0.25
D. Mcclellan,Oregon,L,3,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.17,0,2,2,0,0,0,4,0.33,0,1,2,0,0,0,3,0.25,0,2,1,0,0,0,3,0.25,14,5,9,0,0,0,28,2.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0.33,0,3,3,0,0,0,0.5
M. Morris,Oregon,L,3,4,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,6,0,0,0,21,1.75,0,2,2,0,0,0,4,0.33,0,2,0,0,0,0,2,0.17,0,1,2,0,0,0,3,0.25,5,15,16,0,0,0,36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,4,0.33,0,3,2,0,0,0,0.42
M. Tvrdy,Oregon,MB,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0.29,0,2,0,0,0,0,2,0.29,0,-1,0,0,0,0,-0.143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0.29
M. Crownover,Missouri,S,3,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,1,3,0,0,0,4,0.36,2,3,3,0,0,0,8,0.73,0,-0.333,-1,0,0,0,-0.121,40,52,37,0,0,0,129,11.73,0,1,0,0,0,0,1,0.09,2,2,1,0,0,0,5,0.45,0,0,0,0,0,0,0,0,11,6,3,0,0,0,20,1.82,0,1,0,0,0,0,1,1,4,1,0,0,0,6,7,0.64,0,0,0,0,0,0,0,0,0.5,4,0.5,0,0,0,5,0.45,2,3,4,0,0,0,0.82
C. Finney,Missouri,MB,3,4,4,0,0,0,11,7,4,6,0,0,0,17,1.55,1,0,0,0,0,0,1,0.09,11,8,11,0,0,0,30,2.73,0.545,0.5,0.545,0,0,0,0.145,0,0,2,0,0,0,2,0.18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.18,0,0,0,0,0,0,0,2,7,3,0,0,0,12,12,1.09,0,0,0,0,0,0,0,0,8,7.5,7.5,0,0,0,23,2.09,1,0,0,0,0,0,0
J. Liff,Missouri,OPP,3,4,4,0,0,0,11,11,16,20,0,0,0,47,4.27,3,9,5,0,0,0,17,1.55,23,35,44,0,0,0,102,9.27,0.348,0.2,0.341,0,0,0,0.081,2,0,1,0,0,0,3,0.27,1,4,2,0,0,0,7,0.64,2,2,2,0,0,0,6,0.55,0,0,0,0,0,0,0,0,6,10,9,0,0,0,25,2.27,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,0.27,0,0,0,0,0,0,0,0,12,21,22.5,0,0,0,55.5,5.05,5,11,7,0,0,0,2.09
M. Isenberg,Missouri,OPP,0,4,4,0,0,0,8,0,0,5,0,0,0,5,0.63,0,0,0,0,0,0,0,0,0,0,9,0,0,0,9,1.13,0,0,0.556,0,0,0,0.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,0,1,3,0.38,0,0,0,0,0,0,0,0,0,0,7.5,0,0,0,7.5,0.94,0,0,0,0,0,0,0
K. P. Catala,Missouri,L,3,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,3,0.27,1,1,3,0,0,0,5,0.45,3,3,0,0,0,0,6,0.55,2,0,0,0,0,0,2,0.18,11,7,8,0,0,0,26,2.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,5,0.45,5,3,0,0,0,0,0.73
M. Vernon,Missouri,OH,3,4,4,0,0,0,11,20,23,11,0,0,0,54,4.91,5,7,12,0,0,0,24,2.18,48,52,35,0,0,0,135,12.27,0.313,0.308,-0.029,0,0,0,0.054,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.18,1,4,1,0,0,0,6,0.55,0,0,3,0,0,0,3,0.27,6,4,6,0,0,0,16,1.45,0,0,2,0,0,0,2,3,3,1,0,0,0,7,9,0.82,1,0,1,0,0,0,2,0.18,22.5,25.5,13.5,0,0,0,61.5,5.59,7,11,17,0,0,0,3.18
J. Demarrais,Missouri,OH,3,4,4,0,0,0,11,9,12,6,0,0,0,27,2.45,4,7,0,0,0,0,11,1,24,25,14,0,0,0,63,5.73,0.208,0.2,0.429,0,0,0,0.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.09,1,1,0,0,0,0,2,0.18,0,0,0,0,0,0,0,0,2,1,0,0,0,3,3,0.27,1,0,1,0,0,0,2,0.18,9,13,6.5,0,0,0,28.5,2.59,5,7,2,0,0,0,1.27
C. Morrissey,Missouri,OPP,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.25
K. Rush,Missouri,L,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
M. Sands,Missouri,L,3,4,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,4,0,0,0,11,1,0,4,0,0,0,0,4,0.36,1,0,1,0,0,0,2,0.18,2,1,1,0,0,0,4,0.36,20,14,13,0,0,0,47,4.27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0.36,3,1,2,0,0,0,0.55
R. Haith,Missouri,MB,3,4,0,0,0,0,7,2,4,0,0,0,0,6,0.86,3,0,0,0,0,0,3,0.43,12,11,0,0,0,0,23,3.29,-0.083,0.364,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0,0,0,0,5,0.71,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0.43,0,0,0,0,0,0,0,3,4,0,0,0,0,7,7,1,0,0,0,0,0,0,0,0,3.5,6,0,0,0,0,9.5,1.36,5,3,0,0,0,0,1.14
S. Dudley,Missouri,S,3,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,6,0.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,2,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N. Franco,Missouri,OPP,3,4,0,0,0,0,7,0,3,0,0,0,0,3,0.43,0,1,0,0,0,0,1,0.14,2,4,0,0,0,0,6,0.86,0,0.5,0,0,0,0,0.071,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.14,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0.14,0,0,0,0,0,0,0,0,0.5,3,0,0,0,0,3.5,0.5,0,1,0,0,0,0,0.14
Y. Anchante,Marquette,S,3,5,4,0,0,0,12,3,5,1,0,0,0,9,0.75,0,2,0,0,0,0,2,0.17,4,9,6,0,0,0,19,1.58,0.75,0.333,0.167,0,0,0,0.104,39,51,35,0,0,0,125,10.42,1,1,0,0,0,0,2,0.17,1,0,1,0,0,0,2,0.17,0,0,0,0,0,0,0,0,16,25,15,0,0,0,56,4.67,0,0,0,0,0,0,0,1,2,1,0,0,0,4,4,0.33,0,0,1,0,0,0,1,0.08,4.5,7,1.5,0,0,0,13,1.08,1,2,2,0,0,0,0.42
H. Bray,Marquette,MB,3,5,4,0,0,0,12,9,9,6,0,0,0,24,2,3,6,3,0,0,0,12,1,16,25,19,0,0,0,60,5,0.375,0.12,0.158,0,0,0,0.054,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0.08,1,1,2,0,0,0,4,0.33,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0.17,1,0,2,0,0,0,3,2,3,2,0,0,0,7,10,0.83,1,0,1,0,0,0,2,0.17,12,10.5,9,0,0,0,31.5,2.63,5,7,6,0,0,0,1.5
E. Foti,Marquette,OPP,3,5,4,0,0,0,12,8,10,5,0,0,0,23,1.92,4,8,2,0,0,0,14,1.17,23,35,20,0,0,0,78,6.5,0.174,0.057,0.15,0,0,0,0.032,0,2,4,0,0,0,6,0.5,3,1,0,0,0,0,4,0.33,3,1,2,0,0,0,6,0.5,0,1,0,0,0,0,1,0.08,3,9,2,0,0,0,14,1.17,0,0,0,0,0,0,0,2,3,1,0,0,0,6,6,0.5,0,0,1,0,0,0,1,0.08,12,12.5,5.5,0,0,0,30,2.5,7,10,5,0,0,0,1.83
A. Hamilton,Marquette,OH,3,5,4,0,0,0,12,14,20,12,0,0,0,46,3.83,2,12,5,0,0,0,19,1.58,27,58,46,0,0,0,131,10.92,0.444,0.138,0.152,0,0,0,0.061,2,3,2,0,0,0,7,0.58,0,2,1,0,0,0,3,0.25,0,2,2,0,0,0,4,0.33,1,1,1,0,0,0,3,0.25,5,14,5,0,0,0,24,2,0,0,1,0,0,0,1,1,2,1,0,0,0,4,5,0.42,0,0,0,0,0,0,0,0,14.5,23,14.5,0,0,0,52,4.33,3,15,8,0,0,0,2.17
C. Murray,Marquette,MB,3,5,4,0,0,0,12,3,6,7,0,0,0,16,1.33,1,0,0,0,0,0,1,0.08,7,15,17,0,0,0,39,3.25,0.286,0.4,0.412,0,0,0,0.091,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.17,0,0,0,0,0,0,0,2,4,2,0,0,0,8,8,0.67,0,0,0,0,0,0,0,0,4,8,8,0,0,0,20,1.67,1,0,0,0,0,0,0.08
J. Reitsma,Marquette,OH,3,5,4,0,0,0,12,0,1,0,0,0,0,1,0.08,0,2,0,0,0,0,2,0.17,0,7,1,0,0,0,8,0.67,0,-0.143,0,0,0,0,-0.012,2,3,1,0,0,0,6,0.5,0,0,1,0,0,0,1,0.08,2,1,1,0,0,0,4,0.33,2,1,2,0,0,0,5,0.42,3,9,10,0,0,0,22,1.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0.17,4,4,3,0,0,0,0.92
M. Berezowitz,Marquette,L,3,5,4,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0.08,0,0,0,0,0,0,0,0,4,1,0,0,0,5,0.42,2,1,0,0,0,0,3,0.25,1,1,1,0,0,0,3,0.25,0,1,3,0,0,0,4,0.33,9,21,18,0,0,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,3,0.25,1,2,4,0,0,0,0.58
S. Ifill,Marquette,OPP,0,5,4,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
